Timestamp,Source IP,Destination IP,Protocol,Website Name,Length
2023-12-11 11:12:03,192.168.50.1,192.168.50.211,IP,Not a valid URL,215
2023-12-11 11:12:03,192.168.50.211,52.182.143.208,IP,Not a valid URL,66
2023-12-11 11:12:03,52.182.143.208,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:03,192.168.50.211,52.182.143.208,IP,Not a valid URL,54
2023-12-11 11:12:03,192.168.50.211,52.182.143.208,IP,Not a valid URL,571
2023-12-11 11:12:04,52.182.143.208,192.168.50.211,IP,Not a valid URL,153
2023-12-11 11:12:04,192.168.50.211,52.182.143.208,IP,Not a valid URL,491
2023-12-11 11:12:04,192.168.50.211,40.83.240.146,IP,Not a valid URL,55
2023-12-11 11:12:04,52.182.143.208,192.168.50.211,IP,Not a valid URL,4587
2023-12-11 11:12:04,192.168.50.211,52.182.143.208,IP,Not a valid URL,1494
2023-12-11 11:12:04,192.168.50.211,52.182.143.208,IP,Not a valid URL,612
2023-12-11 11:12:04,40.83.240.146,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:04,52.182.143.208,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:04,52.182.143.208,192.168.50.211,IP,Not a valid URL,157
2023-12-11 11:12:04,52.182.143.208,192.168.50.211,IP,Not a valid URL,517
2023-12-11 11:12:04,192.168.50.211,52.182.143.208,IP,Not a valid URL,54
2023-12-11 11:12:04,192.168.50.211,52.182.143.208,IP,Not a valid URL,78
2023-12-11 11:12:05,192.168.50.211,142.250.188.238,IP,Not a valid URL,1073
2023-12-11 11:12:05,142.250.188.238,192.168.50.211,IP,Not a valid URL,69
2023-12-11 11:12:05,142.250.188.238,192.168.50.211,IP,Not a valid URL,108
2023-12-11 11:12:05,142.250.188.238,192.168.50.211,IP,Not a valid URL,63
2023-12-11 11:12:05,192.168.50.211,142.250.188.238,IP,Not a valid URL,77
2023-12-11 11:12:05,192.168.50.211,142.250.188.238,IP,Not a valid URL,74
2023-12-11 11:12:05,142.250.188.238,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:05,192.168.50.211,142.250.188.238,IP,Not a valid URL,75
2023-12-11 11:12:05,192.168.50.211,140.82.114.21,IP,Not a valid URL,55
2023-12-11 11:12:05,192.168.50.1,224.0.0.1,192.168.50.1,Not a valid URL,60
2023-12-11 11:12:05,140.82.114.21,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:06,192.168.50.211,224.0.0.22,192.168.50.211,Not a valid URL,54
2023-12-11 11:12:07,18.211.21.156,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:07,192.168.50.211,18.211.21.156,IP,Not a valid URL,54
2023-12-11 11:12:07,192.168.50.211,224.0.0.22,192.168.50.211,Not a valid URL,54
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,441
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,513
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,450
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,509
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,489
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,503
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,521
2023-12-11 11:12:09,192.168.50.1,239.255.255.250,IP,Not a valid URL,505
2023-12-11 11:12:10,192.168.50.211,18.211.21.156,IP,Not a valid URL,127
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,505
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,521
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,503
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,450
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,489
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,509
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,513
2023-12-11 11:12:10,192.168.50.1,239.255.255.250,IP,Not a valid URL,441
2023-12-11 11:12:10,18.211.21.156,192.168.50.211,IP,Not a valid URL,145
2023-12-11 11:12:10,192.168.50.211,18.211.21.156,IP,Not a valid URL,54
2023-12-11 11:12:10,192.168.50.211,140.82.113.26,IP,Not a valid URL,55
2023-12-11 11:12:10,192.168.50.211,18.211.21.156,IP,Not a valid URL,66
2023-12-11 11:12:10,140.82.113.26,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:12,192.168.50.211,224.0.0.22,192.168.50.211,Not a valid URL,54
2023-12-11 11:12:13,192.168.50.211,185.199.108.154,IP,Not a valid URL,55
2023-12-11 11:12:13,185.199.108.154,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:15,18.211.21.156,192.168.50.211,IP,Not a valid URL,85
2023-12-11 11:12:15,192.168.50.211,18.211.21.156,IP,Not a valid URL,89
2023-12-11 11:12:15,18.211.21.156,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:16,192.168.50.211,23.44.229.235,IP,Not a valid URL,55
2023-12-11 11:12:16,23.44.229.235,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:17,192.168.50.211,142.250.188.238,IP,Not a valid URL,1286
2023-12-11 11:12:17,192.168.50.211,142.250.188.238,IP,Not a valid URL,138
2023-12-11 11:12:17,142.250.188.238,192.168.50.211,IP,Not a valid URL,69
2023-12-11 11:12:17,142.250.188.238,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:17,142.250.188.238,192.168.50.211,IP,Not a valid URL,110
2023-12-11 11:12:17,192.168.50.211,142.250.188.238,IP,Not a valid URL,77
2023-12-11 11:12:17,142.250.188.238,192.168.50.211,IP,Not a valid URL,63
2023-12-11 11:12:17,192.168.50.211,142.250.188.238,IP,Not a valid URL,74
2023-12-11 11:12:17,192.168.50.211,35.210.188.173,IP,Not a valid URL,55
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,1135
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,71
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,156
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,1288
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,1292
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,78
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,74
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,75
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,80
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,73
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,76
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,733
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,1285
2023-12-11 11:12:18,192.168.50.211,173.194.25.138,IP,Not a valid URL,81
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,1044
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,72
2023-12-11 11:12:18,173.194.25.138,192.168.50.211,IP,Not a valid URL,68
2023-12-11 11:12:20,192.168.50.211,18.211.21.156,IP,Not a valid URL,127
2023-12-11 11:12:20,18.211.21.156,192.168.50.211,IP,Not a valid URL,145
2023-12-11 11:12:20,192.168.50.211,18.211.21.156,IP,Not a valid URL,54
2023-12-11 11:12:20,192.168.50.211,18.211.21.156,IP,Not a valid URL,66
2023-12-11 11:12:22,192.168.50.211,192.168.50.1,IP,Not a valid URL,79
2023-12-11 11:12:22,192.168.50.1,192.168.50.211,IP,Not a valid URL,161
2023-12-11 11:12:22,192.168.50.211,13.107.5.93,IP,Not a valid URL,66
2023-12-11 11:12:22,13.107.5.93,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:22,192.168.50.211,13.107.5.93,IP,Not a valid URL,54
2023-12-11 11:12:22,192.168.50.211,13.107.5.93,IP,Not a valid URL,588
2023-12-11 11:12:22,13.107.5.93,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:22,13.107.5.93,192.168.50.211,IP,Not a valid URL,199
2023-12-11 11:12:22,192.168.50.211,13.107.5.93,IP,Not a valid URL,651
2023-12-11 11:12:22,13.107.5.93,192.168.50.211,IP,Not a valid URL,1573
2023-12-11 11:12:22,13.107.5.93,192.168.50.211,IP,Not a valid URL,1064
2023-12-11 11:12:22,192.168.50.211,13.107.5.93,IP,Not a valid URL,85
2023-12-11 11:12:23,192.168.50.211,13.107.5.93,IP,Not a valid URL,66
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:23,192.168.50.211,13.107.5.93,IP,Not a valid URL,54
2023-12-11 11:12:23,192.168.50.211,13.107.5.93,IP,Not a valid URL,588
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,199
2023-12-11 11:12:23,192.168.50.211,13.107.5.93,IP,Not a valid URL,655
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,1572
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,1107
2023-12-11 11:12:23,13.107.5.93,192.168.50.211,IP,Not a valid URL,1094
2023-12-11 11:12:23,192.168.50.211,13.107.5.93,IP,Not a valid URL,85
2023-12-11 11:12:24,192.168.50.211,18.155.192.18,IP,Not a valid URL,55
2023-12-11 11:12:24,18.155.192.18,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:24,162.254.195.66,192.168.50.211,IP,Not a valid URL,153
2023-12-11 11:12:24,192.168.50.211,162.254.195.66,IP,Not a valid URL,54
2023-12-11 11:12:25,140.82.113.26,192.168.50.211,IP,Not a valid URL,79
2023-12-11 11:12:25,192.168.50.211,140.82.113.26,IP,Not a valid URL,83
2023-12-11 11:12:25,140.82.113.26,192.168.50.211,IP,Not a valid URL,54
2023-12-11 11:12:25,192.168.50.1,224.0.0.1,192.168.50.1,Not a valid URL,60
2023-12-11 11:12:27,192.168.50.211,13.107.5.93,IP,Not a valid URL,66
2023-12-11 11:12:27,13.107.5.93,192.168.50.211,IP,Not a valid URL,66
2023-12-11 11:12:27,192.168.50.211,13.107.5.93,IP,Not a valid URL,54
